Country Name,Country Code,Indicator Name,Indicator Code,year,tertiary_enrollment_gross_pct
Kuwait,KWT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,52.1066893601774
Kuwait,KWT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,50.4400595299189
Kuwait,KWT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,53.731878917367
Kuwait,KWT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,51.8967176944636
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1999,21.455680847168
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,22.7809104919434
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,24.0530796051025
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,25.7361106872559
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,27.2607803344727
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,28.7352905273438
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,29.9256992340088
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,36.9377784729004
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,33.6932716369629
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,36.2729682922363
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,37.243049621582
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,38.6875381469727
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,40.2218818664551
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,41.3904914855957
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,42.4139709472656
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2014,44.145320892334
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2015,45.495979309082
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,47.6427688598633
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,49.1490287780762
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,49.9449081420898
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,51.0327110290527
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,52.8043212890625
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,54.614860534668
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,56.1285705566406
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2023,58.5862693786621
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2024,56.6634292602539
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1971,0.1752700060606
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1972,0.182760000228882
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1973,0.150979995727539
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1974,0.326150000095367
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1975,0.303110003471375
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1980,0.37024000287056
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1981,0.439110010862351
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1982,0.876380026340485
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1983,1.15067005157471
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1984,1.36029994487762
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1985,1.42267000675201
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1986,1.43428003787994
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1988,1.33229994773865
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1990,1.11591994762421
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1993,1.31793999671936
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1994,1.30735003948212
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1995,1.63365995883942
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1996,2.36982989311218
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1997,2.52199006080627
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1998,2.00583004951477
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1999,2.30977010726929
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,2.64691996574402
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,3.04713988304138
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,4.05916023254395
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,4.79725980758667
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,5.579430103302
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,7.60128021240234
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,8.78625965118408
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,11.2626600265503
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,13.0783004760742
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,16.2123508453369
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,16.6638298034668
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,17.4954696423161
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,17.330766926856
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,18.9224448772621
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2014,18.4954952643985
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2015,18.1574846273063
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,17.0880719461771
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,15.4112577339384
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,14.4969749098337
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,13.7404020217342
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,12.561911777868
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,12.4396649191011
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,13.677811550152
Lao PDR,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2023,14.8841695785522
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1971,18.5855503082275
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1972,18.0013103485107
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1975,20.4375495910644
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1979,25.9975395202637
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1980,27.4139003753662
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1981,24.8079891204834
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1982,21.5360107421875
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1983,22.147310256958
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1985,20.8954391479492
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1986,23.3470592498779
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1987,24.2220802307129
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1992,23.675479888916
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1996,21.6194705963135
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1999,28.0918598175049
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,28.1094799041748
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,31.8084697723389
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,33.2399406433105
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,33.0007705688477
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,34.8977317810059
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,36.9155197143555
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,38.105541229248
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,40.4916915893555
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,41.7746200561523
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,41.8963890075684
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,42.1777031083244
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,45.5351218323996
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,44.9326117621184
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,48.3089213263461
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2014,42.9353408813477
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2015,39.2905242294107
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,42.5074771456909
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,44.1878772500135
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,47.2296269060678
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,50.1483937104215
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,51.5677337643942
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,56.8657861418168
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,58.1761149059991
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2023,54.4012561547071
Liberia,LBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1970,0.89860999584198
Liberia,LBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1971,0.949819982051849
Liberia,LBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1972,1.06754004955292
Liberia,LBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1973,1.2668000459671
Liberia,LBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1975,1.66963005065918
Liberia,LBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1978,1.69556999206543
Liberia,LBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1979,2.30364990234375
Liberia,LBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1987,2.43640995025635
Liberia,LBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1999,7.76494979858398
Liberia,LBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,18.5271492004394
Liberia,LBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,9.00753004752703
Liberia,LBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,10.838520055325
Libya,LBY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1971,3.20125007629394
Libya,LBY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1972,3.65626001358032
Libya,LBY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1973,4.56131982803345
Libya,LBY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1974,4.86212015151978
Libya,LBY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1975,5.49081993103027
Libya,LBY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1976,5.53093004226685
Libya,LBY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1977,5.10902976989746
Libya,LBY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1978,5.23838996887207
Libya,LBY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1979,4.91189002990723
Libya,LBY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1980,4.66007995605469
Libya,LBY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1981,5.62006998062134
Libya,LBY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1982,6.3732500076294
Libya,LBY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1983,7.60284996032715
Libya,LBY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1985,8.86345958709717
Libya,LBY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1990,11.2165002822876
Libya,LBY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1992,14.9024696350098
Libya,LBY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1999,50.3618698120117
Libya,LBY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,46.5393905639648
Libya,LBY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,51.0642204284668
Libya,LBY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,56.240291595459
Libya,LBY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,58.543701171875
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1977,2.28807997703552
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1978,2.26618003845215
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1979,2.09663009643555
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1980,1.91508996486664
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1981,2.22008991241455
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1982,2.59291005134583
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1983,2.77740001678467
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1984,2.60819005966186
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1985,2.17705988883972
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1987,2.26263999938965
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1988,2.4047999382019
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1993,5.70678997039795
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1996,17.3051605224609
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,13.3422899246216
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,12.7918500900269
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,9.52157974243164
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,8.46230983734131
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,15.7249202728272
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,17.469539642334
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,12.4684000015259
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,16.2693996429443
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,10.2734699249268
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,14.0192003250122
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2014,17.0831794738769
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2015,17.0301094055176
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,19.7992000579834
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,20.7471294403076
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,14.6563596725464
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,15.9467096328735
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,16.8199691772461
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,16.1808795928955
St. Lucia,LCA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2023,15.0396404266357
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1999,22.5913906097412
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,23.8176708221436
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,25.2762908935547
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,27.1014404296875
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,28.6692295074463
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,30.1274299621582
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,31.8272495269775
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,38.6138916015625
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,36.3547286987305
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,39.265079498291
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,40.250301361084
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,41.7594985961914
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,43.2492713928223
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,44.429859161377
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,45.4711112976074
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2014,47.1078109741211
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2015,48.3956489562988
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,50.3843383789062
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,51.7569198608398
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,52.4460487365723
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,53.3577194213867
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,54.8686599731445
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,56.7638816833496
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,58.2350807189941
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2023,60.6225090026855
Latin America & Caribbean,LCN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2024,58.9027099609375
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1970,1.63674998283386
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1971,1.61193001270294
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1972,1.70150995254517
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1973,1.68007004261017
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1974,1.73907005786896
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1975,1.7058299779892
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1976,1.65555000305176
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1977,1.80649995803833
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1978,1.83456003665924
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1979,2.10871005058289
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1980,2.19651007652283
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1981,2.24749994277954
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1982,2.42261004447937
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1983,2.62053990364075
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1984,2.73060011863708
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1985,2.79086995124817
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1986,2.82793998718262
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1987,2.84872007369995
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1988,2.66613006591797
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1989,2.67232990264893
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1990,2.76378011703491
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1991,2.82580995559692
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1992,2.80761003494263
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1993,2.92497992515564
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1994,2.90509009361267
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1995,2.91950011253357
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1996,3.00693011283875
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1997,3.07293009757996
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1998,3.19510006904602
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1999,3.40175008773804
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,3.65261006355286
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,4.12803983688354
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,4.23750019073486
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,4.41347980499268
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,4.49539995193481
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,4.85500001907349
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,5.29082012176514
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,5.69760990142822
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,6.30137014389038
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,7.15224981307983
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,7.9300799369812
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,8.46016979217529
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,8.69954013824463
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,8.92932033538818
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2014,9.0360803604126
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2015,9.34146976470947
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,9.60595035552979
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,9.68212985992432
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,10.154990196228
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,10.6823301315308
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,10.5179395675659
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,10.6617698669434
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,10.8424100875854
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2023,11.1316499710083
Least developed countries: UN classification,LDC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2024,11.0492496490478
Low income,LIC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1970,3.6603000164032
Low income,LIC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1971,3.5698299407959
Low income,LIC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1972,3.71119999885559
Low income,LIC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1973,3.80736994743347
Low income,LIC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1974,4.07375001907349
Low income,LIC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1975,4.28123998641968
Low income,LIC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1976,4.36883020401001
Low income,LIC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1977,4.49495983123779
Low income,LIC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1978,4.60983991622925
Low income,LIC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1979,4.61584997177124
Low income,LIC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1980,4.58893013000488
