Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Isle of Man,IMN,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,6.8,..,..,..,..,7.32,..,..,..,..,8.16,..,..,..,..,9.09,..,..,..,..,9.82,..,..,..,..,10.19,..,..,..,..,10.72,..,..,..,..,11.06,..,..,..,..,11.38,..,..,..,..,11.51,..,..,..,..,12.32,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,7.54,..,..,..,..,7.99,..,..,..,..,8.66,..,..,..,..,9.56,..,..,..,..,10.27,..,..,..,..,10.49,..,..,..,..,10.83,..,..,..,..,11.07,..,..,..,..,11.34,..,..,..,..,11.47,..,..,..,..,12.32,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,7.87,..,..,..,..,8.1,..,..,..,..,8.49,..,..,..,..,9.47,..,..,..,..,10.16,..,..,..,..,9.37,..,..,..,..,8.41,..,..,..,..,8.94,..,..,..,..,8.58,..,..,..,..,8.97,..,..,..,..,9.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,8,..,..,..,..,8.31,..,..,..,..,8.58,..,..,..,..,9.29,..,..,..,..,10.15,..,..,..,..,9.06,..,..,..,..,8.11,..,..,..,..,8.69,..,..,..,..,8.5,..,..,..,..,8.91,..,..,..,..,9.75,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,4.46,..,..,..,..,4.84,..,..,..,..,5.24,..,..,..,..,5.76,..,..,..,..,6.32,..,..,..,..,6.79,..,..,..,..,7.35,..,..,..,..,7.93,..,..,..,..,8.46,..,..,..,..,8.81,..,..,..,..,9.35,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,4.86,..,..,..,..,5.22,..,..,..,..,5.63,..,..,..,..,6.16,..,..,..,..,6.71,..,..,..,..,7.18,..,..,..,..,7.7,..,..,..,..,8.27,..,..,..,..,8.78,..,..,..,..,9.15,..,..,..,..,9.63,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,5.54,..,..,..,..,6.24,..,..,..,..,6.9,..,..,..,..,7.48,..,..,..,..,8.09,..,..,..,..,7.88,..,..,..,..,8.05,..,..,..,..,8.43,..,..,..,..,8.99,..,..,..,..,8.71,..,..,..,..,8.72,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,5.71,..,..,..,..,6.32,..,..,..,..,6.95,..,..,..,..,7.48,..,..,..,..,7.96,..,..,..,..,7.74,..,..,..,..,7.81,..,..,..,..,8.26,..,..,..,..,8.85,..,..,..,..,8.61,..,..,..,..,8.66,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jamaica,JAM,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,3.91,..,..,..,..,4.51,..,..,..,..,4.88,..,..,..,..,5.48,..,..,..,..,6.16,..,..,..,..,6.73,..,..,..,..,7.3,..,..,..,..,8.41,..,..,..,..,9.41,..,..,..,..,9.9,..,..,..,..,10.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jamaica,JAM,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,3.84,..,..,..,..,4.43,..,..,..,..,4.86,..,..,..,..,5.42,..,..,..,..,6.08,..,..,..,..,6.63,..,..,..,..,7.15,..,..,..,..,8.18,..,..,..,..,9.14,..,..,..,..,9.66,..,..,..,..,9.87,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jamaica,JAM,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,4.75,..,..,..,..,6.15,..,..,..,..,6.27,..,..,..,..,6.97,..,..,..,..,7.4,..,..,..,..,7.77,..,..,..,..,8.78,..,..,..,..,9.22,..,..,..,..,10.22,..,..,..,..,10.25,..,..,..,..,9.08,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jamaica,JAM,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,4.55,..,..,..,..,5.74,..,..,..,..,6.03,..,..,..,..,6.58,..,..,..,..,7.12,..,..,..,..,7.42,..,..,..,..,8.45,..,..,..,..,8.74,..,..,..,..,9.95,..,..,..,..,10.06,..,..,..,..,8.95,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,7.1,..,..,..,..,7.29,..,..,..,..,7.46,..,..,..,..,7.99,..,..,..,..,8.62,..,..,..,..,9.18,..,..,..,..,9.53,..,..,..,..,10.27,..,..,..,..,10.76,..,..,..,..,11.15,..,..,..,..,11.45,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,8.01,..,..,..,..,7.82,..,..,..,..,7.83,..,..,..,..,8.38,..,..,..,..,9.1,..,..,..,..,9.63,..,..,..,..,9.82,..,..,..,..,10.51,..,..,..,..,10.94,..,..,..,..,11.3,..,..,..,..,11.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,8.39,..,..,..,..,8.71,..,..,..,..,9.91,..,..,..,..,10.19,..,..,..,..,10.75,..,..,..,..,10.98,..,..,..,..,11.12,..,..,..,..,11.28,..,..,..,..,11.25,..,..,..,..,11.09,..,..,..,..,10.95,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,8.6,..,..,..,..,8.76,..,..,..,..,9.87,..,..,..,..,10.14,..,..,..,..,10.3,..,..,..,..,10.47,..,..,..,..,11,..,..,..,..,11.15,..,..,..,..,11.11,..,..,..,..,11.03,..,..,..,..,10.95,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,1.2,..,..,..,..,1.58,..,..,..,..,2.08,..,..,..,..,2.64,..,..,..,..,3.46,..,..,..,..,4.68,..,..,..,..,5.63,..,..,..,..,6.64,..,..,..,..,7.6,..,..,..,..,8.5,..,..,..,..,9.25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,2.41,..,..,..,..,2.96,..,..,..,..,3.47,..,..,..,..,4.01,..,..,..,..,4.55,..,..,..,..,5.68,..,..,..,..,6.61,..,..,..,..,7.58,..,..,..,..,8.36,..,..,..,..,9.07,..,..,..,..,9.59,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,2.68,..,..,..,..,4.06,..,..,..,..,4.78,..,..,..,..,5.72,..,..,..,..,6.37,..,..,..,..,8,..,..,..,..,7.74,..,..,..,..,7.62,..,..,..,..,8.74,..,..,..,..,9.43,..,..,..,..,9.97,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,4.49,..,..,..,..,5.84,..,..,..,..,6.04,..,..,..,..,6.65,..,..,..,..,7.01,..,..,..,..,7.51,..,..,..,..,8.09,..,..,..,..,8.11,..,..,..,..,9.02,..,..,..,..,9.44,..,..,..,..,9.87,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,3.18,..,..,..,..,3.74,..,..,..,..,4.43,..,..,..,..,5.45,..,..,..,..,6.44,..,..,..,..,7.21,..,..,..,..,7.82,..,..,..,..,9.07,..,..,..,..,10.34,..,..,..,..,11.7,..,..,..,..,11.25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,3.76,..,..,..,..,4.17,..,..,..,..,4.92,..,..,..,..,5.85,..,..,..,..,6.85,..,..,..,..,7.57,..,..,..,..,8.13,..,..,..,..,9.34,..,..,..,..,10.54,..,..,..,..,11.6,..,..,..,..,11.33,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,2.83,..,..,..,..,4.39,..,..,..,..,3.47,..,..,..,..,5.55,..,..,..,..,6.39,..,..,..,..,6.48,..,..,..,..,6.56,..,..,..,..,8.09,..,..,..,..,10.35,..,..,..,..,10.3,..,..,..,..,10.18,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,3.73,..,..,..,..,3.93,..,..,..,..,3.46,..,..,..,..,4.75,..,..,..,..,5.97,..,..,..,..,6.07,..,..,..,..,6.45,..,..,..,..,8.04,..,..,..,..,10.27,..,..,..,..,10.23,..,..,..,..,10.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,0.85,..,..,..,..,0.98,..,..,..,..,1.37,..,..,..,..,1.71,..,..,..,..,2.36,..,..,..,..,3.15,..,..,..,..,3.82,..,..,..,..,4.38,..,..,..,..,4.86,..,..,..,..,5.51,..,..,..,..,5.91,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.52,..,..,..,..,1.71,..,..,..,..,2.17,..,..,..,..,2.66,..,..,..,..,3.41,..,..,..,..,4.13,..,..,..,..,4.78,..,..,..,..,5.26,..,..,..,..,5.69,..,..,..,..,6.25,..,..,..,..,6.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,1.64,..,..,..,..,2.07,..,..,..,..,2.82,..,..,..,..,3.16,..,..,..,..,4.35,..,..,..,..,5.46,..,..,..,..,5.79,..,..,..,..,5.46,..,..,..,..,5.49,..,..,..,..,5.97,..,..,..,..,4.63,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,2.38,..,..,..,..,2.81,..,..,..,..,3.42,..,..,..,..,3.78,..,..,..,..,4.81,..,..,..,..,5.69,..,..,..,..,6.01,..,..,..,..,5.49,..,..,..,..,5.5,..,..,..,..,5.93,..,..,..,..,4.48,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,3.02,..,..,..,..,4.27,..,..,..,..,5.08,..,..,..,..,6.1,..,..,..,..,7.13,..,..,..,..,8,..,..,..,..,8.92,..,..,..,..,9.64,..,..,..,..,10.23,..,..,..,..,10.81,..,..,..,..,11.45,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,4.34,..,..,..,..,5.47,..,..,..,..,6.19,..,..,..,..,7.12,..,..,..,..,8.13,..,..,..,..,9,..,..,..,..,9.85,..,..,..,..,10.49,..,..,..,..,11.06,..,..,..,..,11.46,..,..,..,..,12.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,5.43,..,..,..,..,7.1,..,..,..,..,7.89,..,..,..,..,8.65,..,..,..,..,10.01,..,..,..,..,10.96,..,..,..,..,11.58,..,..,..,..,11.62,..,..,..,..,12.15,..,..,..,..,11.77,..,..,..,..,12.47,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,6.31,..,..,..,..,7.7,..,..,..,..,8.37,..,..,..,..,9.11,..,..,..,..,10.32,..,..,..,..,11.01,..,..,..,..,11.51,..,..,..,..,11.62,..,..,..,..,12.05,..,..,..,..,11.71,..,..,..,..,12.46,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,1.45,..,..,..,..,2.11,..,..,..,..,2.7,..,..,..,..,3.13,..,..,..,..,4.47,..,..,..,..,5.73,..,..,..,..,6,..,..,..,..,6.02,..,..,..,..,6.28,..,..,..,..,6.57,..,..,..,..,6.85,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,2.41,..,..,..,..,2.94,..,..,..,..,3.27,..,..,..,..,3.51,..,..,..,..,4.61,..,..,..,..,5.54,..,..,..,..,5.92,..,..,..,..,6.11,..,..,..,..,6.09,..,..,..,..,6.07,..,..,..,..,6.34,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,1.61,..,..,..,..,2.95,..,..,..,..,3.85,..,..,..,..,4.33,..,..,..,..,5.28,..,..,..,..,6.51,..,..,..,..,7.56,..,..,..,..,7.52,..,..,..,..,6.46,..,..,..,..,6.16,..,..,..,..,5.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,2.51,..,..,..,..,3.51,..,..,..,..,4.23,..,..,..,..,4.46,..,..,..,..,5.24,..,..,..,..,6.33,..,..,..,..,7.49,..,..,..,..,7.44,..,..,..,..,6.36,..,..,..,..,6.05,..,..,..,..,5.67,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,3.84,..,..,..,..,4.39,..,..,..,..,5.27,..,..,..,..,6.29,..,..,..,..,7.08,..,..,..,..,7.78,..,..,..,..,8.31,..,..,..,..,8.76,..,..,..,..,9.32,..,..,..,..,9.84,..,..,..,..,10.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,4.33,..,..,..,..,4.77,..,..,..,..,5.67,..,..,..,..,6.47,..,..,..,..,7.45,..,..,..,..,8.11,..,..,..,..,8.6,..,..,..,..,8.93,..,..,..,..,9.4,..,..,..,..,9.89,..,..,..,..,10.71,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,3.87,..,..,..,..,5.36,..,..,..,..,5.19,..,..,..,..,7.16,..,..,..,..,7.27,..,..,..,..,7.29,..,..,..,..,7.33,..,..,..,..,7.06,..,..,..,..,6.6,..,..,..,..,7.49,..,..,..,..,8.65,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,3.74,..,..,..,..,4.03,..,..,..,..,4.66,..,..,..,..,5.54,..,..,..,..,6.89,..,..,..,..,6.94,..,..,..,..,7.35,..,..,..,..,7.02,..,..,..,..,6.52,..,..,..,..,7.41,..,..,..,..,8.61,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,0.7,..,..,..,..,0.84,..,..,..,..,1.1,..,..,..,..,1.39,..,..,..,..,1.76,..,..,..,..,2.19,..,..,..,..,2.61,..,..,..,..,3.03,..,..,..,..,3.44,..,..,..,..,3.94,..,..,..,..,4.54,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.51,..,..,..,..,1.71,..,..,..,..,2.06,..,..,..,..,2.42,..,..,..,..,2.84,..,..,..,..,3.23,..,..,..,..,3.59,..,..,..,..,3.92,..,..,..,..,4.25,..,..,..,..,4.62,..,..,..,..,5.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,2.45,..,..,..,..,2.64,..,..,..,..,3.1,..,..,..,..,3.33,..,..,..,..,3.59,..,..,..,..,3.88,..,..,..,..,3.63,..,..,..,..,3.88,..,..,..,..,4.25,..,..,..,..,4.9,..,..,..,..,5.57,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,3.15,..,..,..,..,3.34,..,..,..,..,3.84,..,..,..,..,4.04,..,..,..,..,4.27,..,..,..,..,4.51,..,..,..,..,4.12,..,..,..,..,4.31,..,..,..,..,4.64,..,..,..,..,5.08,..,..,..,..,5.48,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Late-demographic dividend,LTE,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Late-demographic dividend,LTE,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Late-demographic dividend,LTE,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Late-demographic dividend,LTE,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean,LCN,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean,LCN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean,LCN,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
